Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,4.5,"1,749,722","210,904",48,2018,4.52,475419,"Sequential Art,Romance,LGBT,Young Adult,Contemporary,Sequential Art,LGBT,Fiction,LGBT,Graphic Novels Comics"
City of Girls (Hardcover),Elizabeth Gilbert,3.69,"2,279,140","116,284",46,2019,4.05,251820,"Historical,Fiction,Audiobook,Historical,Romance,Adult,Adult Fiction,Contemporary,Book Club,New York"
Cat's Cradle (Paperback),Kurt Vonnegut Jr.,4.07,"2,787,250","100,772",464,1963,4.16,376640,"Fiction,Classics,Science Fiction,Humor,Literature,Novels,Science Fiction,Literature,Fantasy,Literature"
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think (Hardcover),Hans Rosling,4.36,"166,358","13,497",8,2018,4.36,163028,"Nonfiction,Science,Psychology,Economics,History,Politics,Self Help,Business,Sociology,Philosophy"
"Bared to You (Crossfire, #1)",Sylvia Day,4.13,"1,478,207","69,875",104,2012,4.16,502524,"Romance,Adult Fiction,Contemporary,Romance,Adult,Fiction,Romance,Erotica,New Adult,Womens Fiction"
"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,4.02,"96,795","14,660",8,2019,3.93,70082,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance"
The Idiot (Paperback),Fyodor Dostoevsky,4.19,"1,947,683","101,864","2,344",1869,4.20,161078,"Classics,Fiction,Cultural,Literature,Literature,Novels,Philosophy,Literature,Classics,Historical"
The Paper Palace (Hardcover),Miranda Cowley Heller,3.86,"217,680","16,578",1,2021,3.86,217675,"Fiction,Romance,Contemporary,Audiobook,Literary Fiction,Adult,Book Club,Adult Fiction,Womens Fiction,Family"
The God Delusion (Hardcover),Richard Dawkins,4.02,"698,105","26,920",110,2006,3.90,256767,"Nonfiction,Religion,Science,Philosophy,Religion,Psychology,Spirituality,Religion,Audiobook,Biology"
Just Kids (Hardcover),Patti Smith,4.12,"319,168","24,471",113,2010,4.19,234143,"Nonfiction,Autobiography,Music,Biography,Art,Biography,Biography Memoir,Audiobook,Poetry,New York"
The Remains of the Day (Paperback),Kazuo Ishiguro,3.85,"1,336,716","117,743",46,1989,4.14,262474,"Fiction,Historical,Classics,Literary Fiction,Historical,Literature,Novels,European Literature,Contemporary,Audiobook"
Orphan Train (Paperback),Christina Baker Kline,4.11,"556,264","45,971",18,2013,4.19,419062,"Historical,Fiction,Historical,Book Club,Adult,Adult Fiction,Young Adult,Audiobook,Contemporary,Parenting"
Caste: The Origins of Our Discontents (Hardcover),Isabel Wilkerson,4.49,"212,971","28,557",7,2020,4.54,114742,"Nonfiction,History,Politics,Race,Audiobook,Social Movements,Sociology,Race,Cultural,North American Hi..."
We Should All Be Feminists (Kindle Edition),Chimamanda Ngozi Adichie,4.33,"1,015,525","93,204",111,2012,4.42,256231,"Nonfiction,Feminism,Writing,Audiobook,Politics,Womens,Cultural,Social Movements,Adult,Gender"
"Will Grayson, Will Grayson (Hardcover)",John Green,4.0,"8,873,839","413,756",46,2010,3.72,380423,"Young Adult,LGBT,Contemporary,Fiction,Romance,LGBT,Realistic Fiction,Young Adult,Young Adult,Humor"
"Watership Down (Watership Down, #1)",Richard  Adams,4.06,"495,105","18,719",75,1972,4.07,463084,"Classics,Fiction,Fantasy,Young Adult,Animals,Childrens,Adventure,Literature,Novels,Audiobook"
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.12,"673,448","47,749",90,1986,4.29,289494,"Fantasy,Young Adult,Fiction,Romance,Childrens,Fantasy,Childrens,Classics,Adventure,Audiobook"
"Neuromancer (Sprawl, #1)",William Gibson,3.89,"684,654","31,211",203,1984,3.90,301052,"Science Fiction,Fiction,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction,Fantasy,Novels,Speculative Fiction,Audiobook"
Mere Christianity (Kindle Edition),C.S. Lewis,4.16,"7,067,589","179,295",671,1942,4.34,366312,"Christian,Nonfiction,Religion,Religion,Religion,Classics,Philosophy,Religion,Spirituality,Christian"
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.69,"1,191,545","29,487",25,2003,3.78,850398,"Womens Fiction,Fiction,Contemporary,Romance,Adult,Humor,Adult Fiction,Couture,Novels,Realistic Fiction"
The Selfish Gene (Paperback),Richard Dawkins,4.02,"698,105","26,920",110,1976,4.15,166511,"Science,Nonfiction,Science,Biology,Philosophy,Psychology,Science,Biology,Audiobook,History"
"Girl, Interrupted (Paperback)",Susanna Kaysen,3.91,"219,055","7,821",9,1993,3.92,215702,"Nonfiction,Autobiography,Psychology,Health,Biography,Mental Health,Classics,Biography Memoir,Biography,Adult"
"Girl, Interrupted (Paperback)",Susanna Kaysen,3.91,"219,055","7,821",9,1993,3.92,215702,
"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,3.91,"192,097","33,234",4,2019,4.08,101735,"Fantasy,Young Adult,Romance,Young Adult,Fantasy,Fiction,Audiobook,Fantasy,Romance,Paranormal"
"Babel, Or the Necessity of Violence: An Arcane History of the Oxford Translators’ Revolution (Hardcover)",R.F. Kuang,4.26,"304,442","57,981",15,2022,4.36,34823,"Fantasy,Historical,Fiction,Historical,Adult,Audiobook,Historical Fiction,Fantasy,Science Fiction,Science Fiction Fantasy"
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.54,"925,153","51,656",95,1995,3.54,586556,"Fantasy,Fiction,Adult,Retellings,Science Fiction Fantasy,Adult Fiction,Paranormal,Fantasy,Fantasy,Classics"
Their Eyes Were Watching God (Paperback),Zora Neale Hurston,3.98,"375,495","24,175",139,1937,3.97,313589,"Classics,Fiction,Historical,Academic,Cultural,Literature,Feminism,Novels,Academic,Historical"
"The Wicked King (The Folk of the Air, #2)",Holly Black,4.09,"2,906,066","278,341",168,2019,4.33,476932,"Fantasy,Young Adult,Romance,Fairies,Young Adult,Fiction,Fantasy,Audiobook,Romance,Paranormal"
"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,3.95,"1,515,062","121,192",44,2019,3.97,290670,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
The Institute (Hardcover),Stephen King,4.06,"17,485,048","775,865","1,886",2019,4.20,218488,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Audiobook,Mystery,Fantasy,Thriller,Adult"
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.28,"2,218,681","125,438",155,2005,4.16,322574,"Romance,Fantasy,Paranormal,Romance,Fantasy,Fantasy,Adult,Fiction,Adult Fiction,Fantasy"
"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,3.98,"376,543","46,749",17,2020,3.88,135530,"Fantasy,Romance,Young Adult,Young Adult,Romance,Fiction,Fantasy,Audiobook,Fantasy,Fantasy"
Madame Bovary (Paperback),Gustave Flaubert,3.7,"358,832","17,697",650,1856,3.70,303544,"Classics,Fiction,Cultural,Literature,European Literature,Romance,Literature,Novels,Historical,Classics"
A Flicker in the Dark (Hardcover),Stacy Willingham,4.02,"132,310","15,462",5,2022,4.01,126348,"Thriller,Mystery,Thriller,Fiction,Audiobook,Suspense,Adult,Mystery,Contemporary,Thriller"
A Room of One's Own (Paperback),Virginia Woolf,3.86,"1,099,174","66,047","1,118",1928,4.20,170179,"Classics,Nonfiction,Feminism,Writing,Philosophy,Language,Literature,Womens,Literature,European Literature"
The Thirteenth Tale (Hardcover),Diane Setterfield,3.93,"399,522","40,667",8,2006,3.97,301186,"Fiction,Mystery,Historical,Gothic,Writing,Adult,Fantasy,Historical,Thriller,Book Club"
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life (Paperback),Jen Sincero,3.94,"251,746","16,463",128,2013,3.95,208641,"Self Help,Nonfiction,Self Help,Audiobook,Psychology,Business,Inspirational,Adult,Unfinished,Health"
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,4.09,"332,431","36,177",11,2011,4.03,169280,"Young Adult,Fantasy,Fantasy,Romance,Mystery,Fiction,Fantasy,Horror,Contemporary,Romance"
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,4.14,"1,899,815","76,985",148,2007,3.99,619141,"Fiction,Humor,Childrens,Childrens,Young Adult,Realistic Fiction,Sequential Art,Humor,Sequential Art,Diary"
Northanger Abbey (Paperback),Jane Austen,4.14,"7,410,768","236,954","2,082",1817,3.84,361834,"Classics,Fiction,Romance,Gothic,Historical,Literature,Literature,Historical,Audiobook,European Literature"
On Writing: A Memoir of the Craft (Mass Market Paperback),Stephen King,4.06,"17,485,048","775,865","1,886",2000,4.33,263859,"Nonfiction,Language,Autobiography,Biography,Reference,Audiobook,Biography,Biography Memoir,Writing,Self Help"
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.22,"1,454,659","65,914",248,1995,4.17,286804,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Science Fiction Fantasy,Adventure,Audiobook,Young Adult"
To the Lighthouse (Paperback),Virginia Woolf,3.86,"1,099,174","66,047","1,118",1927,3.79,161925,"Classics,Fiction,Literature,Novels,European Literature,Literature,Feminism,Literary Fiction,Academic,Classics"
Know My Name (ebook),Chanel Miller,4.72,"149,368","21,023",1,2019,4.72,149368,"Nonfiction,Autobiography,Feminism,Audiobook,Biography,Crime,Biography Memoir,Adult,Biography,Womens"
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.34,"11,197,382","446,246",278,2010,4.32,757143,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Young Adult"
"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,4.23,"8,430,713","485,060",187,2016,4.38,210529,
Astrophysics for People in a Hurry (Hardcover),Neil deGrasse Tyson,4.09,"239,119","21,233",60,2017,4.09,155045,"Science,Nonfiction,Audiobook,Science,Space,Science,History,Science,Adult,Education"
"Legendborn (Legendborn, #1)",Tracy Deonn,4.4,"89,468","18,610",6,2020,4.41,75661,"Fantasy,Young Adult,Young Adult,Fiction,Romance,Retellings,Fantasy,LGBT,Fantasy,Audiobook"
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,4.2,"475,804","45,391",132,2006,4.08,241325,"Science Fiction,Fiction,Cultural,Science Fiction Fantasy,Fantasy,Audiobook,Science Fiction,Novels,Speculative Fiction,Adult"
The Ten Thousand Doors of January (Hardcover),Alix E. Harrow,4.01,"203,831","33,510",39,2019,4.05,108352,"Fantasy,Fiction,Historical,Young Adult,Magical Realism,Audiobook,Historical,Writing,Adventure,Adult"
"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.17,"4,852,942","160,529",68,2006,4.25,880770,"Fiction,Mystery,Thriller,Mystery,Thriller,Suspense,Contemporary,Cultural,Adult,Audiobook"
"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,4.1,"868,387","104,378",33,2017,4.29,108348,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Audiobook,Fantasy,Fantasy,Adventure,Science Fiction Fantasy"
Code Name Verity (Paperback),Elizabeth Wein,3.98,"177,417","25,595",37,2012,4.02,110307,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Mystery,Young Adult,Adventure"
Code Name Verity (Paperback),Elizabeth Wein,3.98,"177,417","25,595",37,2012,4.02,110307,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Mystery,Young Adult,Adventure"
Firekeeper's Daughter (Hardcover),Angeline Boulley,4.36,"99,237","14,466",4,2021,4.36,99015,"Young Adult,Mystery,Fiction,Thriller,Contemporary,Audiobook,Thriller,Fantasy,Romance,Realistic Fiction"
The 48 Laws of Power (Paperback),Robert Greene,4.17,"220,494","13,492",112,1998,4.15,112788,"Nonfiction,Psychology,Self Help,Business,Philosophy,History,Politics,Self Help,Leadership,Audiobook"
"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,3.93,"285,276","31,598",25,2014,3.95,211884,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
Under the Whispering Door (Hardcover),T.J. Klune,4.38,"729,747","128,345",55,2021,4.19,114970,"Fantasy,Fiction,LGBT,Romance,Adult,Audiobook,LGBT,Fantasy,Contemporary,Paranormal"
The Year of Magical Thinking (Paperback),Joan Didion,3.96,"422,550","37,908",84,2005,3.92,199929,"Nonfiction,Autobiography,Biography,Biography Memoir,Audiobook,Death,Biography,Writing,Psychology,Literature"
Watchmen (Paperback),Alan Moore,4.24,"1,681,066","52,900","1,033",1987,4.37,531205,"Sequential Art,Sequential Art,Fiction,Science Fiction,Fantasy,Graphic Novels Comics,Comics,Classics,Comics,Science Fiction"
Big Magic: Creative Living Beyond Fear (Hardcover),Elizabeth Gilbert,3.69,"2,279,140","116,284",46,2015,3.95,190218,"Nonfiction,Self Help,Language,Audiobook,Self Help,Art,Psychology,Autobiography,Inspirational,Business"
The Wife Between Us (Hardcover),Greer Hendricks,3.86,"654,642","63,903",9,2018,3.86,322835,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Adult,Thriller,Contemporary,Adult Fiction"
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.09,"505,672","58,592",31,2012,4.16,177574,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Fantasy,Adventure,Young Adult,Fantasy"
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.08,"1,002,448","22,444",28,1988,4.23,520663,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Suspense,Thriller,Novels,Adult"
"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.81,"1,643,267","66,729",20,2004,3.87,550977,"Womens Fiction,Romance,Fiction,Contemporary,Adult,Romance,Adult Fiction,Audiobook,Womens Fiction,Novels"
Heart of Darkness (Paperback),Joseph Conrad,3.5,"657,435","28,417","1,189",1899,3.43,475409,"Classics,Fiction,Literature,Cultural,Historical,Academic,Novels,Academic,Adventure,Young Adult"
A Monster Calls (Paperback),Patrick Ness,4.1,"796,597","104,007",47,2011,4.35,246485,"Fantasy,Young Adult,Fiction,Horror,Childrens,Contemporary,Magical Realism,Childrens,Fantasy,Death"
"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,3.86,"835,020","64,118",7,2013,3.89,436560,"Fiction,Romance,Contemporary,Womens Fiction,Audiobook,Adult,Humor,Adult Fiction,Cultural,Realistic Fiction"
Truly Madly Guilty (Hardcover),Liane Moriarty,3.95,"3,271,355","221,863",35,2016,3.58,278779,"Fiction,Contemporary,Womens Fiction,Audiobook,Mystery,Adult,Adult Fiction,Cultural,Thriller,Thriller"
A Christmas Carol (Paperback),Charles Dickens,3.91,"3,609,527","121,943","5,782",1843,4.07,750202,"Classics,Fiction,Holiday,Fantasy,Literature,Audiobook,Historical,Holiday,Academic,Literature"
"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.23,"8,430,713","485,060",187,2011,4.43,518415,"Fantasy,Young Adult,Romance,Fantasy,Science Fiction,Historical,Fantasy,Fiction,Historical,Paranormal"
12 Rules for Life: An Antidote to Chaos (Hardcover),Jordan B. Peterson,3.96,"202,411","16,666",32,2018,3.93,177112,"Nonfiction,Psychology,Self Help,Philosophy,Self Help,Audiobook,Unfinished,Religion,Science,Politics"
The Soulmate Equation (Paperback),Christina Lauren,3.99,"2,257,800","229,480",74,2021,4.03,149377,"Romance,Contemporary,Romance,Fiction,Adult,Audiobook,Womens Fiction,Adult Fiction,New Adult,Family"
The 5 Love Languages: The Secret to Love that Lasts (Kindle Edition),Gary Chapman,4.23,"468,222","24,684",295,1990,4.27,379562,"Nonfiction,Self Help,Relationships,Psychology,Marriage,Christian,Self Help,Audiobook,Love,Romance"
"Unwind (Unwind, #1)",Neal Shusterman,4.22,"1,004,938","127,742",86,2007,4.17,214416,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Horror,Young Adult,Thriller,Adventure,Adventure"
The Divine Comedy (Hardcover),Dante Alighieri,4.03,"370,132","15,059",919,1320,4.07,139037,"Classics,Poetry,Fiction,Literature,Philosophy,Religion,Fantasy,European Literature,Cultural,Classics"
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,4.23,"753,418","52,412",57,2012,4.28,184435,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Leadership,Parenting,Business,Health,Relationships"
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,4.23,"753,418","52,412",57,2012,4.28,184435,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Leadership,Parenting,Business,Health,Relationships"
The God of Small Things (Hardcover),Arundhati Roy,3.92,"335,138","24,292",86,1997,3.95,277420,"Fiction,Cultural,Historical,Contemporary,Classics,Literary Fiction,Asian Literature,Novels,Literature,Cultural"
"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.23,"8,430,713","485,060",187,2013,4.56,412107,"Fantasy,Young Adult,Romance,Fantasy,Historical,Science Fiction,Fantasy,Fiction,Paranormal,Historical"
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Hardcover),J.D. Vance,3.88,"383,097","32,579",5,2016,3.88,382961,"Nonfiction,Autobiography,Biography,Audiobook,Politics,Biography Memoir,Sociology,History,Biography,Adult"
The Republic (Paperback),Plato,4.03,"500,348","18,002","1,915",375,3.96,190982,"Philosophy,Classics,Nonfiction,Politics,History,Academic,Literature,Politics,Literature,Academic"
The Gifts of Imperfection (Paperback),Brené Brown,4.23,"753,418","52,412",57,2010,4.24,162774,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Health,Spirituality,Inspirational,Health,Philosophy"
Beneath a Scarlet Sky (Paperback),Mark T. Sullivan,4.33,"438,018","32,120",32,2017,4.42,305255,"Historical,Fiction,War,Historical,War,Cultural,Audiobook,Book Club,Adult,World War II"
"Truly Devious (Truly Devious, #1)",Maureen Johnson,3.96,"935,355","100,250",57,2018,3.98,112421,"Mystery,Young Adult,Contemporary,Thriller,Fiction,Thriller,Audiobook,Mystery,School Stories,Mystery"
One Day in December (Paperback),Josie Silver,3.86,"338,438","36,056",4,2018,3.89,253770,"Romance,Fiction,Holiday,Contemporary,Womens Fiction,Audiobook,Holiday,Adult,Romance,Adult Fiction"
The Turn of the Key (Hardcover),Ruth Ware,3.76,"1,586,324","141,424",17,2019,3.94,222433,"Mystery,Thriller,Fiction,Thriller,Audiobook,Adult,Suspense,Horror,Contemporary,Adult Fiction"
All Quiet on the Western Front (Mass Market Paperback),Erich Maria Remarque,4.12,"544,313","19,552",118,1928,4.03,409178,"Classics,Fiction,Historical,War,Historical,Literature,Academic,European Literature,War,Novels"
"My Sister, the Serial Killer (Hardcover)",Oyinkan Braithwaite,3.69,"251,603","28,845",7,2018,3.70,245049,"Fiction,Thriller,Mystery,Contemporary,Audiobook,Mystery,Thriller,Cultural,Adult,Western Africa"
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,4.09,"2,906,066","278,341",168,2019,4.37,425465,"Fantasy,Young Adult,Romance,Fairies,Young Adult,Fiction,Fantasy,Audiobook,Romance,Paranormal"
"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,4.12,"445,393","46,820",20,2020,3.93,276823,"Mystery,Fiction,Mystery,Thriller,Audiobook,Thriller,Contemporary,Humor,Adult,Mystery"
"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.21,"3,294,466","292,070",120,2011,4.15,268812,"Young Adult,Fantasy,Romance,Fantasy,Science Fiction,Science Fiction,Romance,Fantasy,Fantasy,Fiction"
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.37,"6,423,128","220,105","1,121",2005,4.15,688643,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Adult,Adventure,Audiobook,Fantasy,Epic"
"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,3.91,"40,446","7,648",4,2021,3.91,40303,"Fantasy,Historical,LGBT,Fiction,Historical,LGBT,LGBT,Adult,Audiobook,Historical Fiction"
